Time (seconds),Relative Humidity %,Celsius,Fahrenheit
1522750763,48.41,24.13,75.43
1522750764,48.41,24.13,75.43
1522750765,48.41,24.13,75.43
1522750766,48.41,24.13,75.43
1522750767,48.41,24.13,75.43
1522750768,48.41,24.13,75.43
1522750769,48.41,24.13,75.43
1522750770,48.41,24.13,75.43
1522750771,48.41,24.13,75.43
1522750772,48.41,24.13,75.43
1522750773,48.41,24.13,75.43
1522750774,48.41,24.13,75.43
1522750775,48.41,24.13,75.43
1522750776,48.41,24.13,75.43
1522750777,48.41,24.13,75.43
1522750778,48.41,24.13,75.43
1522750779,48.41,24.13,75.43
1522750780,48.41,24.13,75.43
1522750781,48.41,24.13,75.43
1522750782,48.41,24.13,75.43
1522750783,48.41,24.13,75.43
1522750784,48.41,24.13,75.43
1522750785,48.41,24.13,75.43
1522750786,48.41,24.13,75.43
1522750787,48.41,24.13,75.43
1522750788,48.41,24.13,75.43
1522750789,48.41,24.13,75.43
1522750790,48.41,24.13,75.43
1522750791,48.41,24.13,75.43
1522750792,48.41,24.13,75.43
1522750793,48.41,24.13,75.43
1522750794,48.41,24.13,75.43
1522750795,48.41,24.13,75.43
1522750796,48.41,24.13,75.43
1522750797,48.41,24.13,75.43
1522750798,48.41,24.13,75.43
1522750799,48.41,24.13,75.43
1522750800,48.41,24.13,75.43
1522750801,48.41,24.13,75.43
1522750802,48.41,24.13,75.43
1522750803,48.41,24.13,75.43
1522750804,48.41,24.13,75.43
1522750805,48.41,24.13,75.43
1522750806,48.41,24.13,75.43
1522750807,48.41,24.13,75.43
1522750808,48.41,24.13,75.43
1522750809,48.41,24.13,75.43
1522750810,48.41,24.13,75.43
1522750811,48.41,24.13,75.43
1522750812,48.41,24.13,75.43
1522750813,48.41,24.13,75.43
1522750814,48.41,24.13,75.43
1522750815,48.41,24.13,75.43
1522750816,48.41,24.13,75.43
1522750817,48.41,24.13,75.43
1522750818,48.41,24.13,75.43
1522750819,48.41,24.13,75.43
1522750820,48.41,24.13,75.43
1522750821,48.41,24.13,75.43
1522750822,48.41,24.13,75.43
1522750823,48.41,24.13,75.43
1522750824,48.41,24.13,75.43
1522750825,48.41,24.13,75.43
1522750826,48.41,24.13,75.43
1522750827,48.41,24.13,75.43
1522750828,48.41,24.13,75.43
1522750829,48.41,24.13,75.43
1522750830,48.41,24.13,75.43
1522750831,48.41,24.13,75.43
1522750832,48.41,24.13,75.43
1522750833,48.41,24.13,75.43
1522750834,48.41,24.13,75.43
1522750835,48.41,24.13,75.43
1522750836,48.41,24.13,75.43
1522750837,48.41,24.13,75.43
1522750838,48.41,24.13,75.43
1522750839,48.41,24.13,75.43
1522750840,48.41,24.13,75.43
1522750841,48.41,24.13,75.43
1522750842,48.41,24.13,75.43
1522750843,48.41,24.13,75.43
1522750844,48.41,24.13,75.43
1522750845,48.41,24.13,75.43
1522750846,48.41,24.13,75.43
1522750847,48.41,24.13,75.43
1522750848,48.41,24.13,75.43
1522750849,48.41,24.13,75.43
1522750850,48.41,24.13,75.43
1522750851,48.41,24.13,75.43
1522750852,48.41,24.13,75.43
1522750853,48.41,24.13,75.43
1522750854,48.41,24.13,75.43
1522750855,48.41,24.13,75.43
1522750856,48.41,24.13,75.43
1522750857,48.41,24.13,75.43
1522750858,48.41,24.13,75.43
1522750859,48.41,24.13,75.43
1522750860,48.41,24.13,75.43
1522750861,48.41,24.13,75.43
1522750862,48.41,24.13,75.43
1522750863,48.41,24.13,75.43
1522750864,48.41,24.13,75.43
1522750865,48.41,24.13,75.43
1522750866,48.41,24.13,75.43
1522750867,48.41,24.13,75.43
1522750868,48.41,24.13,75.43
1522750869,48.41,24.13,75.43
1522750870,48.41,24.13,75.43
1522750871,48.41,24.13,75.43
1522750872,48.41,24.13,75.43
1522750873,48.41,24.13,75.43
1522750874,48.41,24.13,75.43
1522750875,48.41,24.13,75.43
1522750876,48.41,24.13,75.43
1522750877,48.41,24.13,75.43
1522750878,48.41,24.13,75.43
1522750879,48.41,24.13,75.43
1522750880,48.41,24.13,75.43
1522750881,48.41,24.13,75.43
1522750882,48.41,24.13,75.43
1522750883,48.41,24.13,75.43
1522750884,48.41,24.13,75.43
1522750885,48.41,24.13,75.43
1522750886,48.41,24.13,75.43
1522750887,48.41,24.13,75.43
1522750888,48.41,24.13,75.43
1522750889,48.41,24.13,75.43
1522750890,48.41,24.13,75.43
1522750891,48.41,24.13,75.43
1522750892,48.41,24.13,75.43
1522750893,48.41,24.13,75.43
1522750894,48.41,24.13,75.43
1522750895,48.41,24.13,75.43
1522750896,48.41,24.13,75.43
1522750897,48.41,24.13,75.43
1522750898,48.41,24.13,75.43
1522750899,48.41,24.13,75.43
1522750900,48.41,24.13,75.43
1522750901,48.41,24.13,75.43
1522750902,48.41,24.13,75.43
1522750903,48.41,24.13,75.43
1522750904,48.41,24.13,75.43
1522750905,48.41,24.13,75.43
1522750906,48.41,24.13,75.43
1522750907,48.41,24.13,75.43
1522750908,48.41,24.13,75.43
1522750909,48.41,24.13,75.43
1522750910,48.41,24.13,75.43
1522750911,48.41,24.13,75.43
1522750912,48.41,24.13,75.43
1522750913,48.41,24.13,75.43
1522750914,48.41,24.13,75.43
1522750915,48.9,24.13,75.43
1522750916,48.41,24.13,75.43
1522750917,48.41,24.13,75.43
1522750918,48.9,24.13,75.43
1522750919,48.9,24.13,75.43
1522750920,48.9,24.13,75.43
1522750921,48.41,24.13,75.43
1522750922,48.9,24.13,75.43
1522750923,48.41,24.13,75.43
1522750924,48.9,24.13,75.43
1522750925,48.9,24.13,75.43
1522750926,48.9,24.13,75.43
1522750927,48.41,24.13,75.43
1522750928,48.9,24.13,75.43
1522750929,48.9,24.13,75.43
1522750930,48.9,24.13,75.43
1522750931,48.9,24.13,75.43
1522750932,48.9,24.13,75.43
1522750933,48.9,24.13,75.43
1522750934,48.9,24.13,75.43
1522750935,48.9,24.13,75.43
1522750936,48.9,24.13,75.43
1522750937,48.9,24.13,75.43
1522750938,48.9,24.13,75.43
1522750939,48.9,24.13,75.43
1522750940,48.9,24.13,75.43
1522750941,48.9,24.13,75.43
1522750942,48.9,24.13,75.43
1522750943,48.9,24.13,75.43
1522750944,48.9,24.13,75.43
1522750945,48.9,24.13,75.43
1522750946,48.9,24.13,75.43
1522750947,48.9,24.13,75.43
1522750948,48.9,24.13,75.43
1522750949,48.9,24.13,75.43
1522750950,48.9,24.13,75.43
1522750951,48.9,24.13,75.43
1522750952,48.9,24.13,75.43
1522750953,48.9,24.13,75.43
1522750954,48.9,24.13,75.43
1522750955,48.9,24.13,75.43
1522750956,48.9,24.13,75.43
1522750957,48.9,24.13,75.43
1522750958,48.9,24.13,75.43
1522750959,48.9,24.13,75.43
1522750960,48.9,24.13,75.43
1522750961,48.9,24.13,75.43
1522750962,48.9,24.13,75.43
1522750963,48.9,24.13,75.43
1522750964,48.9,24.13,75.43
1522750965,48.9,24.13,75.43
1522750966,48.9,24.13,75.43
1522750967,48.9,24.13,75.43
1522750968,48.9,24.13,75.43
1522750969,48.9,24.13,75.43
1522750970,48.9,24.13,75.43
1522750971,48.9,24.13,75.43
1522750972,48.9,24.13,75.43
1522750973,48.9,24.13,75.43
1522750974,48.9,24.13,75.43
1522750975,48.9,24.13,75.43
1522750976,48.9,24.13,75.43
1522750977,48.9,24.13,75.43
1522750978,48.9,24.13,75.43
1522750979,48.9,24.13,75.43
1522750980,48.9,24.13,75.43
1522750981,48.9,24.13,75.43
1522750982,48.9,24.13,75.43
1522750983,48.9,24.13,75.43
1522750984,48.9,24.13,75.43
1522750985,48.9,24.13,75.43
1522750986,48.9,24.13,75.43
1522750987,48.9,24.13,75.43
1522750988,48.9,24.13,75.43
1522750989,48.9,24.13,75.43
1522750990,48.9,24.13,75.43
1522750991,48.9,24.13,75.43
1522750992,48.9,24.13,75.43
1522750993,48.9,24.13,75.43
1522750994,48.9,24.13,75.43
1522750995,48.9,24.13,75.43
1522750996,48.9,24.13,75.43
1522750997,48.9,24.13,75.43
1522750998,48.9,24.13,75.43
1522750999,48.9,24.13,75.43
1522751000,48.9,24.13,75.43
1522751001,48.9,24.13,75.43
1522751002,48.9,24.13,75.43
1522751003,48.9,24.13,75.43
1522751004,48.9,24.13,75.43
1522751005,48.9,24.13,75.43
1522751006,48.9,24.13,75.43
1522751007,48.9,24.13,75.43
1522751008,48.9,24.13,75.43
1522751009,48.9,24.13,75.43
1522751010,48.9,24.13,75.43
1522751011,48.9,24.13,75.43
1522751012,48.9,24.13,75.43
1522751013,48.9,24.13,75.43
1522751014,48.9,24.13,75.43
1522751015,48.9,24.13,75.43
1522751016,48.9,24.13,75.43
1522751017,48.9,24.13,75.43
1522751018,48.9,24.13,75.43
1522751019,48.9,24.13,75.43
1522751020,48.9,24.13,75.43
1522751021,48.9,24.13,75.43
1522751022,48.9,24.13,75.43
1522751023,48.9,24.13,75.43
1522751024,48.9,24.13,75.43
1522751025,48.9,24.13,75.43
1522751026,48.9,24.13,75.43
1522751027,48.9,24.13,75.43
1522751028,48.9,24.13,75.43
1522751029,48.9,24.13,75.43
1522751030,48.9,24.13,75.43
1522751031,48.9,24.13,75.43
1522751032,48.9,24.13,75.43
1522751033,48.9,24.13,75.43
1522751034,48.9,24.13,75.43
1522751035,48.9,24.13,75.43
1522751036,48.9,24.13,75.43
1522751037,48.9,24.13,75.43
1522751038,48.9,24.13,75.43
1522751039,48.9,24.13,75.43
1522751040,48.9,24.13,75.43
1522751041,48.9,24.13,75.43
1522751042,48.9,24.13,75.43
1522751043,48.9,24.13,75.43
1522751044,48.9,24.13,75.43
1522751045,48.9,24.13,75.43
1522751046,48.9,24.13,75.43
1522751047,48.9,24.13,75.43
1522751048,48.9,24.13,75.43
1522751049,48.9,24.13,75.43
1522751050,48.9,24.13,75.43
1522751051,48.9,24.13,75.43
1522751052,48.9,24.13,75.43
1522751053,48.9,24.13,75.43
1522751054,48.9,24.13,75.43
1522751055,48.9,24.13,75.43
1522751056,48.9,24.13,75.43
1522751057,48.9,24.13,75.43
1522751058,48.9,24.13,75.43
1522751059,48.9,24.13,75.43
1522751060,48.9,24.13,75.43
1522751061,48.9,24.13,75.43
1522751062,48.9,24.13,75.43
1522751063,48.9,24.13,75.43
1522751064,48.9,24.13,75.43
1522751065,48.9,24.13,75.43
1522751066,48.9,24.13,75.43
1522751067,48.9,24.13,75.43
1522751068,48.9,24.13,75.43
1522751069,48.9,24.13,75.43
1522751070,48.9,24.13,75.43
1522751071,48.9,24.13,75.43
1522751073,48.9,24.13,75.43
1522751074,48.9,24.13,75.43
1522751075,48.9,24.13,75.43
1522751076,48.9,24.13,75.43
1522751077,48.9,24.13,75.43
1522751078,48.9,24.13,75.43
1522751079,48.9,24.13,75.43
1522751080,48.9,24.13,75.43
1522751081,48.9,24.13,75.43
1522751082,48.9,24.13,75.43
1522751083,48.9,24.13,75.43
1522751084,48.9,24.13,75.43
1522751085,48.9,24.13,75.43
1522751086,48.9,24.13,75.43
1522751087,48.9,24.13,75.43
1522751088,48.9,24.13,75.43
1522751089,48.9,24.13,75.43
1522751090,48.9,24.13,75.43
1522751091,48.9,24.13,75.43
1522751092,48.9,24.13,75.43
1522751093,48.9,24.13,75.43
1522751094,48.9,24.13,75.43
1522751095,48.9,24.13,75.43
1522751096,48.9,24.13,75.43
1522751097,48.9,24.13,75.43
1522751098,48.9,24.13,75.43
1522751099,48.9,24.13,75.43
1522751100,48.9,24.13,75.43
1522751101,48.9,24.13,75.43
1522751102,48.9,24.13,75.43
1522751103,48.9,24.13,75.43
1522751104,48.9,24.13,75.43
1522751105,48.9,24.13,75.43
1522751106,48.9,24.13,75.43
1522751107,48.9,24.13,75.43
1522751108,48.9,24.13,75.43
1522751109,48.9,24.13,75.43
1522751110,48.9,24.13,75.43
1522751111,48.9,24.13,75.43
1522751112,48.9,24.13,75.43
1522751113,48.9,24.13,75.43
1522751114,48.9,24.13,75.43
1522751115,48.9,24.13,75.43
1522751116,48.9,24.13,75.43
1522751117,48.9,24.13,75.43
1522751118,48.9,24.13,75.43
1522751119,48.9,24.13,75.43
1522751120,48.9,24.13,75.43
1522751121,48.9,24.13,75.43
1522751122,48.9,24.13,75.43
1522751123,48.9,24.13,75.43
1522751124,48.9,24.13,75.43
1522751125,48.9,24.13,75.43
1522751126,48.9,24.13,75.43
1522751127,48.9,24.13,75.43
1522751128,48.9,24.13,75.43
1522751129,48.9,24.13,75.43
1522751130,48.9,24.13,75.43
1522751131,48.9,24.13,75.43
1522751132,48.9,24.13,75.43
1522751133,48.9,24.13,75.43
1522751134,48.9,24.13,75.43
1522751135,48.9,24.13,75.43
1522751136,48.9,24.13,75.43
1522751137,48.9,24.13,75.43
1522751138,48.9,24.13,75.43
1522751139,48.9,24.13,75.43
1522751140,48.9,24.13,75.43
1522751141,48.9,24.13,75.43
1522751142,48.9,24.13,75.43
1522751143,48.9,24.13,75.43
1522751144,48.9,24.13,75.43
1522751145,48.9,24.13,75.43
1522751146,48.9,24.13,75.43
1522751147,48.9,24.13,75.43
1522751148,48.9,24.13,75.43
1522751149,48.9,24.13,75.43
1522751150,48.9,24.13,75.43
1522751151,48.9,24.13,75.43
1522751152,48.9,24.13,75.43
1522751153,48.9,24.13,75.43
1522751154,48.9,24.13,75.43
1522751155,48.9,24.13,75.43
1522751156,48.9,24.13,75.43
1522751157,48.9,24.13,75.43
1522751158,48.9,24.13,75.43
1522751159,48.9,24.13,75.43
1522751160,48.9,24.13,75.43
1522751161,48.9,24.13,75.43
1522751162,48.9,24.13,75.43
1522751163,48.9,24.13,75.43
1522751164,48.9,24.13,75.43
1522751165,48.9,24.13,75.43
1522751166,48.9,24.13,75.43
1522751167,48.9,24.13,75.43
1522751168,48.9,24.13,75.43
1522751169,48.9,24.13,75.43
1522751170,48.9,24.13,75.43
1522751171,48.9,24.13,75.43
1522751172,48.9,24.13,75.43
1522751173,48.9,24.13,75.43
1522751174,48.9,24.13,75.43
1522751175,48.9,24.13,75.43
1522751176,48.9,24.13,75.43
1522751177,48.9,24.13,75.43
1522751178,48.9,24.13,75.43
1522751179,48.9,24.13,75.43
1522751180,48.9,24.13,75.43
1522751181,48.9,24.13,75.43
1522751182,48.9,24.13,75.43
1522751183,48.9,24.13,75.43
1522751184,48.9,24.13,75.43
1522751185,48.9,24.13,75.43
1522751186,48.9,24.13,75.43
1522751187,48.9,24.13,75.43
1522751188,48.9,24.13,75.43
1522751189,48.9,24.13,75.43
1522751190,48.9,24.13,75.43
1522751191,48.9,24.13,75.43
1522751192,48.9,24.13,75.43
1522751193,48.9,24.13,75.43
1522751194,48.9,24.13,75.43
1522751195,48.9,24.13,75.43
1522751196,48.9,24.13,75.43
1522751197,48.9,24.13,75.43
1522751198,48.9,24.13,75.43
1522751199,48.9,24.13,75.43
1522751200,48.9,24.13,75.43
1522751201,48.9,24.13,75.43
1522751202,48.9,24.13,75.43
1522751203,48.9,24.13,75.43
1522751204,48.9,24.13,75.43
1522751205,48.9,24.13,75.43
1522751206,48.9,24.13,75.43
1522751207,48.9,24.13,75.43
1522751208,48.9,24.13,75.43
1522751209,48.9,24.13,75.43
1522751210,48.9,24.13,75.43
1522751211,48.9,24.13,75.43
1522751212,48.9,24.13,75.43
1522751213,48.9,24.13,75.43
1522751214,48.9,24.13,75.43
1522751215,48.9,24.13,75.43
1522751216,48.9,24.13,75.43
1522751217,48.9,24.13,75.43
1522751218,48.9,24.13,75.43
1522751219,48.9,24.13,75.43
1522751220,48.9,24.13,75.43
1522751221,48.9,24.13,75.43
1522751222,48.9,24.13,75.43
1522751223,48.9,24.13,75.43
1522751224,48.9,24.13,75.43
1522751225,48.9,24.13,75.43
1522751226,48.9,24.13,75.43
1522751227,48.9,24.13,75.43
1522751228,48.9,24.13,75.43
1522751229,48.9,24.13,75.43
1522751230,48.9,24.13,75.43
1522751231,48.9,24.13,75.43
1522751232,48.9,24.13,75.43
1522751233,48.9,24.13,75.43
1522751234,48.9,24.13,75.43
1522751235,48.9,24.13,75.43
1522751236,48.9,24.13,75.43
1522751237,48.9,24.13,75.43
1522751238,48.9,24.13,75.43
1522751239,48.9,24.13,75.43
1522751240,48.9,24.13,75.43
1522751241,48.9,24.13,75.43
1522751242,48.9,24.13,75.43
1522751243,48.9,24.13,75.43
1522751244,48.9,24.13,75.43
1522751245,48.9,24.13,75.43
1522751246,48.9,24.13,75.43
1522751247,48.9,24.13,75.43
1522751248,48.9,24.13,75.43
1522751249,48.9,24.13,75.43
1522751250,48.9,24.13,75.43
1522751251,48.9,24.13,75.43
1522751252,48.9,24.13,75.43
1522751253,48.9,24.13,75.43
1522751254,48.9,24.13,75.43
1522751255,48.9,24.13,75.43
1522751256,48.9,24.13,75.43
1522751257,48.9,24.13,75.43
1522751258,48.9,24.13,75.43
1522751259,48.9,24.13,75.43
1522751260,48.9,24.13,75.43
1522751261,48.9,24.13,75.43
1522751262,48.9,24.13,75.43
1522751263,48.9,24.13,75.43
1522751264,48.9,24.13,75.43
1522751265,48.9,24.13,75.43
1522751266,48.9,24.13,75.43
1522751267,48.9,24.13,75.43
1522751268,48.9,24.13,75.43
1522751269,48.9,24.13,75.43
1522751270,48.9,24.13,75.43
1522751271,48.9,24.13,75.43
1522751272,48.9,24.13,75.43
1522751273,48.9,24.13,75.43
1522751274,48.9,24.13,75.43
1522751275,48.9,24.13,75.43
1522751276,48.9,24.13,75.43
1522751277,48.9,24.13,75.43
1522751278,48.9,24.13,75.43
1522751279,48.9,24.13,75.43
1522751280,48.9,24.13,75.43
1522751281,48.9,24.13,75.43
1522751282,48.9,24.13,75.43
1522751283,48.9,24.13,75.43
1522751284,48.9,24.13,75.43
1522751285,48.9,24.13,75.43
1522751286,48.9,24.13,75.43
1522751287,48.9,24.13,75.43
1522751288,48.9,24.13,75.43
1522751289,48.9,24.13,75.43
1522751290,48.9,24.13,75.43
1522751291,48.9,24.13,75.43
1522751292,48.9,24.13,75.43
1522751293,48.9,24.13,75.43
1522751294,48.9,24.13,75.43
1522751295,48.9,24.13,75.43
1522751296,48.9,24.13,75.43
1522751297,48.9,24.13,75.43
1522751298,48.9,24.13,75.43
1522751299,48.9,24.13,75.43
1522751300,48.9,24.13,75.43
1522751301,48.9,24.13,75.43
1522751302,48.9,24.13,75.43
1522751303,48.9,24.13,75.43
1522751304,48.9,24.13,75.43
1522751305,48.9,24.13,75.43
1522751306,48.9,24.13,75.43
1522751307,48.9,24.13,75.43
1522751308,48.9,24.13,75.43
1522751309,48.9,24.13,75.43
1522751310,48.9,24.13,75.43
1522751311,48.9,24.13,75.43
1522751312,48.9,24.13,75.43
1522751313,48.9,24.13,75.43
1522751314,48.9,24.13,75.43
1522751315,48.9,24.13,75.43
1522751316,48.9,24.13,75.43
1522751317,48.9,24.13,75.43
1522751318,48.9,24.13,75.43
1522751319,48.9,24.13,75.43
1522751320,48.9,24.13,75.43
1522751321,48.9,24.13,75.43
1522751322,48.9,24.13,75.43
1522751323,48.9,24.13,75.43
1522751324,48.9,24.13,75.43
1522751325,48.9,24.13,75.43
1522751326,48.9,24.13,75.43
1522751327,48.9,24.13,75.43
1522751328,48.9,24.13,75.43
1522751329,48.9,24.13,75.43
1522751330,48.9,24.13,75.43
1522751331,48.9,24.13,75.43
1522751332,48.9,24.13,75.43
1522751333,48.9,24.13,75.43
1522751334,48.9,24.13,75.43
1522751335,48.9,24.13,75.43
1522751336,48.9,24.13,75.43
1522751337,48.9,24.13,75.43
1522751338,48.9,24.13,75.43
1522751339,48.9,24.13,75.43
1522751340,48.9,24.13,75.43
1522751341,48.9,24.13,75.43
1522751342,48.9,24.13,75.43
1522751343,48.9,24.13,75.43
1522751344,48.9,24.13,75.43
1522751345,48.9,24.13,75.43
1522751346,48.9,24.13,75.43
1522751347,48.9,24.13,75.43
1522751348,48.9,24.13,75.43
1522751349,48.9,24.13,75.43
1522751350,48.9,24.13,75.43
1522751351,48.9,24.13,75.43
1522751352,48.9,24.13,75.43
1522751353,48.9,24.13,75.43
1522751354,48.9,24.13,75.43
1522751355,48.9,24.13,75.43
1522751356,48.9,24.13,75.43
1522751357,48.9,24.13,75.43
1522751358,48.9,24.13,75.43
1522751359,48.9,24.13,75.43
1522751360,48.9,24.13,75.43
1522751361,48.9,24.13,75.43
1522751362,48.9,24.13,75.43
1522751363,48.9,24.13,75.43
1522751364,48.9,24.13,75.43
1522751365,48.9,24.13,75.43
1522751366,48.9,24.13,75.43
1522751367,48.9,24.13,75.43
1522751368,48.9,24.13,75.43
1522751369,48.9,24.13,75.43
1522751370,48.9,24.13,75.43
1522751371,48.9,24.13,75.43
1522751372,48.9,24.13,75.43
1522751373,48.9,24.13,75.43
1522751374,48.9,24.13,75.43
1522751375,48.9,24.13,75.43
1522751376,48.9,24.13,75.43
1522751377,48.9,24.13,75.43
1522751378,48.9,24.13,75.43
1522751379,48.9,24.13,75.43
1522751380,48.9,24.13,75.43
1522751381,48.9,24.13,75.43
1522751382,48.9,24.13,75.43
1522751383,48.9,24.13,75.43
1522751384,48.9,24.13,75.43
1522751385,48.9,24.13,75.43
1522751386,48.9,24.13,75.43
1522751387,48.9,24.13,75.43
1522751388,48.9,24.13,75.43
1522751389,48.9,24.13,75.43
1522751390,48.9,24.13,75.43
1522751391,48.9,24.13,75.43
1522751392,48.9,24.13,75.43
1522751393,48.9,24.13,75.43
1522751394,48.9,24.13,75.43
1522751395,48.9,24.13,75.43
1522751396,48.9,24.13,75.43
1522751397,48.9,24.13,75.43
1522751398,48.9,24.13,75.43
1522751399,48.9,24.13,75.43
1522751400,48.9,24.13,75.43
1522751401,48.9,24.13,75.43
1522751402,48.9,24.13,75.43
1522751404,48.9,24.13,75.43
1522751405,48.9,24.13,75.43
1522751406,48.9,24.13,75.43
1522751407,48.9,24.13,75.43
1522751408,48.9,24.13,75.43
1522751409,48.9,24.13,75.43
1522751410,48.9,24.13,75.43
1522751411,48.9,24.13,75.43
1522751412,48.9,24.13,75.43
1522751413,48.9,24.13,75.43
1522751414,48.9,24.13,75.43
1522751415,48.9,24.13,75.43
1522751416,48.9,24.13,75.43
1522751417,48.9,24.13,75.43
1522751418,48.9,24.13,75.43
1522751419,48.9,24.13,75.43
1522751420,48.9,24.13,75.43
1522751421,48.9,24.13,75.43
1522751422,48.9,24.13,75.43
1522751423,48.9,24.13,75.43
1522751424,48.9,24.13,75.43
1522751425,48.9,24.13,75.43
1522751426,48.9,24.13,75.43
1522751427,48.9,24.13,75.43
1522751428,48.9,24.13,75.43
1522751429,48.9,24.13,75.43
1522751430,48.9,24.13,75.43
1522751431,48.9,24.13,75.43
1522751432,48.9,24.13,75.43
1522751433,48.9,24.13,75.43
1522751434,48.9,24.13,75.43
1522751435,48.9,24.13,75.43
1522751436,48.9,24.13,75.43
1522751437,48.9,24.13,75.43
1522751438,48.9,24.13,75.43
1522751439,48.9,24.13,75.43
1522751440,48.9,24.13,75.43
1522751441,48.9,24.13,75.43
1522751442,48.9,24.13,75.43
1522751443,48.9,24.13,75.43
1522751444,48.9,24.13,75.43
1522751445,48.9,24.13,75.43
1522751446,48.9,24.13,75.43
1522751447,48.9,24.13,75.43
1522751448,48.9,24.13,75.43
1522751449,48.9,24.13,75.43
1522751450,48.9,24.13,75.43
1522751451,48.9,24.13,75.43
1522751452,48.9,24.13,75.43
1522751453,48.9,24.13,75.43
1522751454,48.9,24.13,75.43
1522751455,48.9,24.13,75.43
1522751456,48.9,24.13,75.43
1522751457,48.9,24.13,75.43
1522751458,48.9,24.13,75.43
1522751459,48.9,24.13,75.43
1522751460,48.9,24.13,75.43
1522751461,48.9,24.13,75.43
1522751462,48.9,24.13,75.43
1522751463,48.9,24.13,75.43
1522751464,48.9,24.13,75.43
1522751465,48.9,24.13,75.43
1522751466,48.9,24.13,75.43
1522751467,48.9,24.13,75.43
1522751468,48.9,24.13,75.43
1522751469,48.9,24.13,75.43
1522751470,48.9,24.13,75.43
1522751471,48.9,24.13,75.43
1522751472,48.9,24.13,75.43
1522751473,48.9,24.13,75.43
1522751474,48.9,24.13,75.43
1522751475,48.9,24.13,75.43
1522751476,48.9,24.13,75.43
1522751477,48.9,24.13,75.43
1522751478,48.9,24.13,75.43
1522751479,48.9,24.13,75.43
1522751480,48.9,24.13,75.43
1522751481,48.9,24.13,75.43
1522751482,48.9,24.13,75.43
1522751483,48.9,24.13,75.43
1522751484,48.9,24.13,75.43
1522751485,48.9,24.13,75.43
1522751486,48.9,24.13,75.43
1522751487,48.9,24.13,75.43
1522751488,48.9,24.13,75.43
1522751489,48.9,24.13,75.43
1522751490,48.9,24.13,75.43
1522751491,48.9,24.13,75.43
1522751492,48.9,24.13,75.43
1522751493,48.9,24.13,75.43
1522751494,48.9,24.13,75.43
1522751495,48.9,24.13,75.43
1522751496,48.9,24.13,75.43
1522751497,48.9,24.13,75.43
1522751498,48.9,24.13,75.43
1522751499,48.9,24.13,75.43
1522751500,48.9,24.13,75.43
1522751501,48.9,24.13,75.43
1522751502,48.9,24.13,75.43
1522751503,48.9,24.13,75.43
1522751504,48.9,24.13,75.43
1522751505,48.9,24.13,75.43
1522751506,48.9,24.13,75.43
1522751507,48.9,24.13,75.43
1522751508,48.9,24.13,75.43
1522751509,48.9,24.13,75.43
1522751510,48.9,24.13,75.43
1522751511,48.9,24.13,75.43
1522751512,48.9,24.13,75.43
1522751513,48.9,24.13,75.43
1522751514,48.9,24.13,75.43
1522751515,48.9,24.13,75.43
1522751516,48.9,24.13,75.43
1522751517,48.9,24.13,75.43
1522751518,48.9,24.13,75.43
1522751519,48.9,24.13,75.43
1522751520,48.9,24.13,75.43
1522751521,48.9,24.13,75.43
1522751522,48.9,24.13,75.43
1522751523,48.9,24.13,75.43
1522751524,48.9,24.13,75.43
1522751525,48.9,24.13,75.43
1522751526,48.9,24.13,75.43
1522751527,48.9,24.13,75.43
1522751528,48.9,24.13,75.43
1522751529,48.9,24.13,75.43
1522751530,48.9,24.13,75.43
1522751531,48.9,24.13,75.43
1522751532,48.9,24.13,75.43
1522751533,48.9,24.13,75.43
1522751534,48.9,24.13,75.43
1522751535,48.9,24.13,75.43
1522751536,48.9,24.13,75.43
1522751537,48.9,24.13,75.43
1522751538,48.9,24.13,75.43
1522751539,48.9,24.13,75.43
1522751540,48.9,24.13,75.43
1522751541,48.9,24.13,75.43
1522751542,48.9,24.13,75.43
1522751543,48.9,24.13,75.43
1522751544,48.9,24.13,75.43
1522751545,48.9,24.13,75.43
1522751546,48.9,24.13,75.43
1522751547,48.9,24.13,75.43
1522751548,48.9,24.13,75.43
1522751549,48.9,24.13,75.43
1522751550,48.9,24.13,75.43
1522751551,48.9,24.13,75.43
1522751552,48.9,24.13,75.43
1522751553,48.9,24.13,75.43
1522751554,48.9,24.13,75.43
1522751555,48.9,24.13,75.43
1522751556,48.9,24.13,75.43
1522751557,48.9,24.13,75.43
1522751558,48.9,24.13,75.43
1522751559,48.9,24.13,75.43
1522751560,48.9,24.13,75.43
1522751561,48.9,24.13,75.43
1522751562,48.9,24.13,75.43
1522751563,48.9,24.13,75.43
1522751564,48.9,24.13,75.43
1522751565,48.9,24.13,75.43
1522751566,48.9,24.13,75.43
1522751567,48.9,24.13,75.43
1522751568,48.9,24.13,75.43
1522751569,48.9,24.13,75.43
1522751570,48.9,24.13,75.43
1522751571,48.9,24.13,75.43
1522751572,48.9,24.13,75.43
1522751573,48.9,24.13,75.43
1522751574,48.9,24.13,75.43
1522751575,48.9,24.13,75.43
1522751576,48.9,24.13,75.43
1522751577,48.9,24.13,75.43
1522751578,48.9,24.13,75.43
1522751579,48.9,24.13,75.43
1522751580,48.9,24.13,75.43
1522751581,48.9,24.13,75.43
1522751582,48.9,24.13,75.43
1522751583,48.9,24.13,75.43
1522751584,48.9,24.13,75.43
1522751585,48.9,24.13,75.43
